"","model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"6408","X6",2016,31995,"Semi-Auto",39026,"Diesel",205,47.1,3
"6409","2 Series",2019,23246,"Semi-Auto",6139,"Petrol",145,47.9,2
"6410","X1",2019,24474,"Semi-Auto",9044,"Petrol",145,40.9,1.5
"6411","X3",2019,34000,"Automatic",5000,"Diesel",145,54.3,2
"6412","3 Series",2019,29985,"Automatic",5000,"Diesel",145,52.3,2
"6413","3 Series",2019,29500,"Automatic",3185,"Petrol",145,42.2,2
"6414","5 Series",2020,35995,"Semi-Auto",1000,"Petrol",145,46.3,2
"6415","X1",2019,28995,"Semi-Auto",1000,"Diesel",145,60.1,2
"6416","2 Series",2019,21274,"Semi-Auto",9792,"Petrol",145,38.7,1.5
"6417","2 Series",2019,21376,"Automatic",8005,"Petrol",145,38.7,1.5
"6418","2 Series",2019,25466,"Automatic",6179,"Diesel",145,46.3,2
"6419","8 Series",2019,63806,"Automatic",1616,"Diesel",145,39.8,3
"6420","X7",2019,78386,"Automatic",1793,"Diesel",145,31.4,3
"6421","3 Series",2019,26524,"Semi-Auto",11727,"Petrol",145,41.5,2
"6422","5 Series",2019,28495,"Automatic",677,"Petrol",145,50.4,2
"6423","X1",2016,18148,"Semi-Auto",25401,"Diesel",125,57.6,2
"6424","5 Series",2016,18672,"Semi-Auto",25458,"Diesel",145,55.4,3
"6425","1 Series",2020,11995,"Semi-Auto",10,"Petrol",150,34.5,2
"6426","4 Series",2016,15995,"Semi-Auto",48552,"Diesel",125,60.1,2
"6427","1 Series",2015,8998,"Manual",51342,"Diesel",0,83.1,1.5
"6428","X1",2017,16333,"Manual",24050,"Diesel",125,58.9,2
"6429","3 Series",2019,28024,"Semi-Auto",9665,"Diesel",145,52.3,2
"6430","3 Series",2019,22482,"Semi-Auto",10571,"Diesel",145,62.8,2
"6431","X2",2019,28874,"Semi-Auto",5000,"Diesel",145,58.9,2
"6432","3 Series",2019,24404,"Semi-Auto",2571,"Diesel",145,62.8,2
"6433","5 Series",2019,29042,"Semi-Auto",3506,"Diesel",145,62.8,2
"6434","3 Series",2019,23164,"Semi-Auto",7749,"Diesel",145,64.2,2
"6435","2 Series",2019,24054,"Semi-Auto",7460,"Petrol",145,47.9,2
"6436","X1",2019,24485,"Semi-Auto",9708,"Petrol",145,46.3,1.5
"6437","3 Series",2019,29500,"Automatic",5000,"Petrol",145,42.2,2
"6438","3 Series",2019,31500,"Automatic",9752,"Diesel",145,49.6,2
"6439","1 Series",2019,31000,"Semi-Auto",9888,"Petrol",145,34.5,2
"6440","3 Series",2019,37750,"Automatic",5000,"Diesel",145,47.9,3
"6441","M4",2019,48500,"Semi-Auto",125,"Petrol",145,32.5,3
"6442","2 Series",2019,25500,"Automatic",5000,"Petrol",145,40.9,1.5
"6443","4 Series",2017,22250,"Semi-Auto",16613,"Diesel",145,50.4,3
"6444","X1",2019,25995,"Semi-Auto",1000,"Diesel",145,60.1,2
"6445","3 Series",2019,34995,"Semi-Auto",2000,"Diesel",145,47.9,3
"6446","4 Series",2020,35995,"Semi-Auto",1000,"Diesel",145,58.9,2
"6447","5 Series",2020,30995,"Semi-Auto",1000,"Diesel",145,65.7,2
"6448","5 Series",2019,32995,"Automatic",2000,"Diesel",145,60.1,2
"6449","3 Series",2015,14995,"Automatic",34466,"Petrol",125,51.4,2
"6450","X1",2018,24995,"Automatic",8493,"Petrol",145,44.8,2
"6451","8 Series",2019,62995,"Automatic",5883,"Petrol",145,33.6,3
"6452","2 Series",2017,15995,"Manual",30310,"Petrol",125,52.3,1.5
"6453","1 Series",2013,10995,"Semi-Auto",43818,"Petrol",150,48.7,1.6
"6454","5 Series",2016,16495,"Semi-Auto",40008,"Diesel",30,62.8,2
"6455","3 Series",2019,26995,"Automatic",2407,"Diesel",145,57.6,2
"6456","5 Series",2019,28995,"Automatic",13,"Petrol",145,50.4,2
"6457","3 Series",2019,27995,"Automatic",11204,"Petrol",145,41.5,2
"6458","1 Series",2013,8555,"Manual",55621,"Diesel",30,62.8,2
"6459","3 Series",2015,12321,"Semi-Auto",77241,"Diesel",30,64.2,2
"6460","M5",2016,30181,"Semi-Auto",26000,"Petrol",565,28.5,4.4
"6461","3 Series",2019,30962,"Semi-Auto",3523,"Diesel",145,48.7,2
"6462","5 Series",2017,26495,"Semi-Auto",21704,"Diesel",145,62.8,2
"6463","3 Series",2019,35995,"Semi-Auto",2166,"Hybrid",135,NA,2
"6464","2 Series",2017,21995,"Semi-Auto",22012,"Petrol",200,39.8,3
"6465","1 Series",2015,14995,"Manual",24470,"Diesel",30,65.7,2
"6466","4 Series",2019,24995,"Automatic",6963,"Diesel",145,65.7,2
"6467","4 Series",2020,25995,"Semi-Auto",100,"Petrol",145,45.6,2
"6468","3 Series",2017,19995,"Semi-Auto",9981,"Diesel",150,62.8,2
"6469","M3",2018,36995,"Semi-Auto",28347,"Petrol",150,34,3
"6470","5 Series",2017,19995,"Semi-Auto",34828,"Diesel",30,68.9,2
"6471","X3",2017,24995,"Semi-Auto",27782,"Diesel",150,54.3,2
"6472","3 Series",2019,23995,"Semi-Auto",9436,"Diesel",150,67.3,2
"6473","3 Series",2019,26995,"Semi-Auto",4183,"Diesel",150,52.3,2
"6474","3 Series",2019,27995,"Semi-Auto",10334,"Diesel",150,52.3,2
"6475","5 Series",2019,38995,"Semi-Auto",3383,"Diesel",145,51.4,3
"6476","2 Series",2016,21995,"Semi-Auto",22642,"Petrol",260,35.8,3
"6477","5 Series",2017,28995,"Semi-Auto",11035,"Diesel",145,56.5,3
"6478","2 Series",2019,21995,"Semi-Auto",3748,"Petrol",145,47.9,2
"6479","1 Series",2019,30995,"Semi-Auto",3244,"Petrol",145,34.5,2
"6480","2 Series",2019,27995,"Semi-Auto",3000,"Diesel",145,47.1,2
"6481","1 Series",2019,22995,"Manual",3000,"Petrol",145,44.1,1.5
"6482","X5",2016,28781,"Automatic",35370,"Diesel",205,47.1,3
"6483","2 Series",2017,13990,"Manual",24893,"Petrol",150,53.3,1.5
"6484","6 Series",2014,15750,"Semi-Auto",62695,"Diesel",165,51.4,3
"6485","X5",2018,51999,"Semi-Auto",15633,"Petrol",145,25.4,4.4
"6486","M5",2019,70686,"Semi-Auto",3153,"Petrol",145,24.1,4.4
"6487","X3",2019,35215,"Semi-Auto",4169,"Petrol",145,30.4,2
"6488","2 Series",2019,23956,"Automatic",10241,"Diesel",145,49.6,2
"6489","5 Series",2019,32995,"Semi-Auto",1000,"Diesel",145,60.1,2
"6490","X3",2019,59995,"Semi-Auto",4741,"Petrol",145,24.8,3
"6491","3 Series",2016,15995,"Semi-Auto",39293,"Diesel",30,62.8,2
"6492","2 Series",2019,21995,"Semi-Auto",8640,"Petrol",145,50.4,2
"6493","2 Series",2018,24995,"Semi-Auto",10632,"Petrol",145,39.8,3
"6494","3 Series",2016,21995,"Semi-Auto",37625,"Diesel",205,49.6,3
"6495","1 Series",2019,19995,"Semi-Auto",17546,"Diesel",150,68.9,1.5
"6496","X4",2019,31995,"Semi-Auto",7974,"Diesel",150,42.8,2
"6497","X1",2018,23995,"Semi-Auto",14409,"Petrol",150,40.9,1.5
"6498","4 Series",2020,29995,"Semi-Auto",100,"Diesel",145,55.4,3
"6499","3 Series",2020,32995,"Manual",2356,"Diesel",145,54.3,2
"6500","3 Series",2020,27995,"Manual",1000,"Diesel",145,54.3,2
"6501","5 Series",2017,29995,"Semi-Auto",36107,"Diesel",145,51.4,3
"6502","1 Series",2017,22995,"Semi-Auto",24000,"Petrol",145,39.8,3
"6503","3 Series",2017,16995,"Semi-Auto",14404,"Diesel",145,67.3,2
"6504","M4",2020,45995,"Semi-Auto",1500,"Petrol",145,34,3
"6505","5 Series",2018,33995,"Automatic",3001,"Diesel",145,53.3,3
"6506","2 Series",2019,24995,"Automatic",4740,"Diesel",145,61.4,2
"6507","3 Series",2020,38995,"Semi-Auto",1000,"Diesel",145,49.6,2
"6508","X6",2015,27995,"Semi-Auto",40915,"Diesel",200,44.8,3
"6509","3 Series",2019,33995,"Semi-Auto",4953,"Hybrid",135,NA,2
"6510","X5",2017,35995,"Automatic",11197,"Diesel",200,47.1,3
"6511","5 Series",2019,35995,"Semi-Auto",11567,"Hybrid",135,156.9,2
"6512","2 Series",2016,14995,"Semi-Auto",42026,"Petrol",145,48.7,2
"6513","X4",2020,43995,"Semi-Auto",2000,"Petrol",145,26.9,3
"6514","2 Series",2020,25995,"Semi-Auto",1000,"Petrol",145,40.9,1.5
"6515","1 Series",2017,16995,"Manual",34003,"Petrol",145,46.3,2
"6516","M6",2018,46995,"Semi-Auto",8207,"Petrol",145,28.5,4.4
"6517","1 Series",2017,23995,"Semi-Auto",7409,"Petrol",145,39.8,3
"6518","5 Series",2017,26995,"Automatic",22379,"Diesel",145,60.1,3
"6519","1 Series",2016,14995,"Semi-Auto",15684,"Petrol",30,55.5,1.5
"6520","2 Series",2019,26995,"Automatic",8205,"Petrol",145,32.5,3
"6521","5 Series",2019,31995,"Automatic",10,"Petrol",145,36.2,2
"6522","3 Series",2019,25995,"Automatic",4258,"Diesel",145,52.3,2
"6523","X1",2018,23995,"Semi-Auto",16876,"Diesel",145,47.1,2
"6524","X5",2016,36995,"Automatic",36631,"Diesel",235,42.8,3
"6525","X3",2018,32995,"Semi-Auto",30776,"Diesel",145,48.7,3
"6526","1 Series",2017,21495,"Semi-Auto",33311,"Petrol",200,39.8,3
"6527","2 Series",2017,19995,"Semi-Auto",20496,"Petrol",30,55.4,1.5
"6528","1 Series",2017,12995,"Manual",24263,"Diesel",150,78.5,1.5
"6529","X1",2018,25995,"Automatic",17369,"Diesel",145,60.1,2
"6530","4 Series",2019,25995,"Automatic",1000,"Diesel",145,65.7,2
"6531","1 Series",2017,17300,"Manual",16127,"Petrol",145,47.1,2
"6532","X1",2016,21000,"Automatic",13553,"Petrol",160,44.8,2
"6533","X6",2018,39994,"Semi-Auto",15119,"Diesel",145,40.9,3
"6534","X2",2018,28494,"Semi-Auto",13314,"Diesel",145,58.9,2
"6535","3 Series",2017,17994,"Semi-Auto",19452,"Petrol",150,45.6,2
"6536","1 Series",2017,18494,"Semi-Auto",17129,"Petrol",150,47.9,2
"6537","1 Series",2017,21995,"Semi-Auto",17820,"Petrol",205,39.8,3
"6538","X3",2015,17994,"Semi-Auto",43626,"Diesel",150,54.3,2
"6539","5 Series",2014,15995,"Semi-Auto",34682,"Diesel",125,60.1,2
"6540","7 Series",2016,24995,"Semi-Auto",24446,"Petrol",205,41.5,3
"6541","3 Series",2017,21500,"Semi-Auto",47896,"Diesel",200,49.6,3
"6542","1 Series",2017,19990,"Automatic",24092,"Petrol",145,39.8,3
"6543","X3",2015,19599,"Semi-Auto",44126,"Diesel",200,47.1,3
"6544","4 Series",2018,26500,"Semi-Auto",10305,"Petrol",150,41.5,3
"6545","1 Series",2014,11995,"Semi-Auto",23000,"Petrol",125,50.4,1.6
"6546","3 Series",2015,11970,"Semi-Auto",44533,"Diesel",20,68.9,2
"6547","1 Series",2017,15495,"Semi-Auto",6200,"Petrol",145,55.5,1.5
"6548","1 Series",2019,18995,"Semi-Auto",5975,"Petrol",145,55.5,1.5
"6549","4 Series",2019,25995,"Semi-Auto",13309,"Diesel",145,60.1,2
"6550","X2",2018,22995,"Semi-Auto",24136,"Petrol",145,38.7,2
"6551","X5",2019,43716,"Automatic",7163,"Diesel",145,37.7,3
"6552","2 Series",2018,18216,"Automatic",5193,"Petrol",145,48.7,2
"6553","5 Series",2019,32896,"Automatic",6071,"Diesel",145,53.3,3
"6554","X3",2019,31116,"Automatic",8813,"Diesel",145,54.3,2
"6555","5 Series",2019,30494,"Semi-Auto",13098,"Hybrid",135,156.9,2
"6556","X5",2019,45994,"Automatic",4943,"Diesel",145,37.7,3
"6557","1 Series",2019,26995,"Manual",2771,"Petrol",150,41.5,1.5
"6558","X1",2019,25406,"Automatic",3796,"Diesel",145,60.1,2
"6559","5 Series",2019,27916,"Automatic",6456,"Diesel",145,60.1,2
"6560","X3",2019,31116,"Automatic",8186,"Diesel",145,54.3,2
"6561","X5",2019,43796,"Automatic",6742,"Diesel",145,37.7,3
"6562","X5",2019,43946,"Automatic",6883,"Diesel",145,37.7,3
"6563","X5",2019,46740,"Automatic",4399,"Diesel",145,37.7,3
"6564","8 Series",2019,73890,"Semi-Auto",3369,"Petrol",150,26.7,4.4
"6565","3 Series",2019,37995,"Semi-Auto",3437,"Petrol",145,41.5,2
"6566","M5",2019,70995,"Semi-Auto",23,"Petrol",145,24.1,4.4
"6567","3 Series",2019,33994,"Semi-Auto",296,"Diesel",145,49.6,2
"6568","3 Series",2019,41994,"Semi-Auto",8754,"Petrol",145,34.9,3
"6569","5 Series",2019,34994,"Semi-Auto",1756,"Diesel",145,51.4,3
"6570","2 Series",2019,26994,"Automatic",13,"Hybrid",135,113,1.5
"6571","X5",2019,46666,"Automatic",5127,"Diesel",145,37.7,3
"6572","X3",2019,31986,"Automatic",8998,"Diesel",145,54.3,2
"6573","X5",2019,47156,"Automatic",6480,"Diesel",145,37.7,3
"6574","3 Series",2019,26826,"Automatic",7015,"Petrol",145,41.5,3
"6575","3 Series",2016,16500,"Semi-Auto",41345,"Diesel",150,56.5,3
"6576","X1",2017,14600,"Manual",40831,"Diesel",145,68.9,2
"6577","X5",2019,43706,"Automatic",8093,"Diesel",145,37.7,3
"6578","X5",2019,43706,"Automatic",8204,"Diesel",145,37.7,3
"6579","X5",2019,43716,"Automatic",7329,"Diesel",145,37.7,3
"6580","X7",2019,67986,"Automatic",5825,"Petrol",145,24.8,3
"6581","1 Series",2019,20732,"Semi-Auto",965,"Petrol",145,54.3,1.5
"6582","4 Series",2019,26482,"Semi-Auto",2124,"Diesel",150,65.7,2
"6583","2 Series",2018,17995,"Semi-Auto",17421,"Diesel",145,60.1,2
"6584","6 Series",2016,22910,"Semi-Auto",25596,"Diesel",200,49.6,3
"6585","3 Series",2015,10370,"Semi-Auto",75238,"Petrol",125,54.3,1.5
"6586","X1",2015,15560,"Semi-Auto",40104,"Diesel",125,57.6,2
"6587","4 Series",2013,11040,"Manual",78402,"Diesel",125,57.6,2
"6588","1 Series",2015,7540,"Manual",79999,"Diesel",0,83.1,1.5
"6589","1 Series",2017,17500,"Semi-Auto",23863,"Petrol",145,47.9,2
"6590","X1",2016,21200,"Automatic",6341,"Petrol",160,44.8,2
"6591","X4",2019,39990,"Automatic",9210,"Diesel",145,42.8,2
"6592","X5",2019,47632,"Semi-Auto",13156,"Diesel",145,37.7,3
"6593","X3",2019,33952,"Semi-Auto",5974,"Diesel",145,54.3,2
"6594","2 Series",2019,20263,"Semi-Auto",5122,"Petrol",145,53.3,1.5
"6595","X5",2019,48143,"Semi-Auto",9115,"Diesel",145,37.7,3
"6596","1 Series",2016,17052,"Semi-Auto",16264,"Diesel",30,65.7,2
"6597","X2",2019,24403,"Manual",5884,"Diesel",145,55.4,2
"6598","X3",2019,33313,"Semi-Auto",6224,"Diesel",145,54.3,2
"6599","3 Series",2019,26103,"Manual",6193,"Diesel",145,54.3,2
"6600","X5",2019,47712,"Semi-Auto",11126,"Diesel",145,37.7,3
"6601","X3",2019,33262,"Semi-Auto",8468,"Diesel",145,54.3,2
"6602","X5",2019,48422,"Semi-Auto",7324,"Diesel",145,37.7,3
"6603","3 Series",2019,30552,"Semi-Auto",6294,"Diesel",145,52.3,2
"6604","X3",2019,35362,"Semi-Auto",4186,"Diesel",145,54.3,2
"6605","X5",2019,51902,"Semi-Auto",3224,"Diesel",145,37.7,3
"6606","5 Series",2019,33562,"Semi-Auto",2490,"Diesel",145,60.1,2
"6607","X5",2019,51232,"Semi-Auto",5545,"Diesel",145,37.7,3
"6608","X5",2019,51822,"Semi-Auto",3465,"Diesel",145,37.7,3
"6609","3 Series",2019,28413,"Semi-Auto",6223,"Diesel",145,52.3,2
"6610","X3",2019,35292,"Semi-Auto",4599,"Diesel",145,54.3,2
"6611","3 Series",2019,26836,"Semi-Auto",6746,"Diesel",145,52.3,2
"6612","2 Series",2019,23580,"Semi-Auto",5122,"Petrol",145,50.4,2
"6613","5 Series",2019,31995,"Semi-Auto",6655,"Diesel",145,60.1,2
"6614","X5",2019,48766,"Automatic",5701,"Diesel",145,37.7,3
"6615","2 Series",2019,22490,"Automatic",1500,"Petrol",145,53.3,1.5
"6616","X6",2019,64652,"Automatic",4331,"Petrol",145,26.4,3
"6617","4 Series",2019,30890,"Semi-Auto",6100,"Petrol",145,41.5,3
"6618","X5",2019,45880,"Semi-Auto",9000,"Diesel",145,37.7,3
"6619","3 Series",2019,27195,"Semi-Auto",4036,"Diesel",145,52.3,2
"6620","1 Series",2019,19980,"Semi-Auto",6102,"Petrol",145,54.3,1.5
"6621","3 Series",2019,30052,"Semi-Auto",6549,"Diesel",145,52.3,2
"6622","3 Series",2019,30422,"Semi-Auto",4429,"Diesel",145,52.3,2
"6623","1 Series",2019,26991,"Semi-Auto",2343,"Petrol",145,40.4,1.5
"6624","5 Series",2019,31232,"Semi-Auto",8691,"Hybrid",150,60.1,2
"6625","5 Series",2019,30902,"Semi-Auto",11421,"Hybrid",150,60.1,2
"6626","1 Series",2019,18022,"Semi-Auto",2501,"Petrol",150,55.5,1.5
"6627","X5",2019,50382,"Semi-Auto",4846,"Diesel",150,37.7,3
"6628","X5",2019,43946,"Automatic",5856,"Diesel",145,37.7,3
"6629","X5",2019,44266,"Automatic",2308,"Diesel",145,37.7,3
"6630","X5",2019,43946,"Automatic",5914,"Diesel",145,37.7,3
"6631","1 Series",2019,30180,"Automatic",5979,"Diesel",145,48.7,2
"6632","4 Series",2019,30995,"Automatic",1500,"Petrol",145,41.5,3
"6633","X5",2019,44866,"Automatic",7259,"Diesel",145,37.7,3
"6634","X6",2019,58700,"Automatic",9010,"Diesel",145,34.9,3
"6635","Z4",2016,17732,"Semi-Auto",16761,"Petrol",200,41.5,2
"6636","5 Series",2019,28110,"Semi-Auto",6659,"Diesel",145,65.7,2
"6637","X3",2019,31736,"Automatic",6579,"Diesel",145,54.3,2
"6638","X3",2019,31196,"Automatic",10155,"Diesel",145,54.3,2
"6639","3 Series",2019,33470,"Semi-Auto",4500,"Diesel",145,49.6,2
"6640","3 Series",2019,28220,"Automatic",1500,"Diesel",145,48.7,2
"6641","5 Series",2019,33900,"Semi-Auto",3000,"Diesel",145,56.5,3
"6642","5 Series",2019,28836,"Automatic",2891,"Diesel",145,60.1,2
"6643","X4",2019,36390,"Semi-Auto",8310,"Diesel",145,42.8,2
"6644","5 Series",2019,27876,"Automatic",11598,"Diesel",145,60.1,2
"6645","X3",2019,31826,"Automatic",6314,"Diesel",145,54.3,2
"6646","X3",2019,32345,"Semi-Auto",5865,"Diesel",145,54.3,2
"6647","X4",2019,42995,"Automatic",5980,"Diesel",145,37.2,3
"6648","X4",2019,38995,"Automatic",8610,"Diesel",145,40.9,3
"6649","1 Series",2019,26580,"Automatic",4604,"Diesel",145,51.4,2
"6650","X5",2019,44736,"Semi-Auto",6056,"Diesel",145,37.7,3
"6651","X2",2019,27915,"Semi-Auto",2946,"Diesel",145,48.7,2
"6652","X5",2019,46996,"Automatic",6891,"Diesel",145,37.7,3
"6653","4 Series",2019,27162,"Automatic",4734,"Petrol",145,48.7,2
"6654","X1",2016,19161,"Semi-Auto",21292,"Diesel",125,57.6,2
"6655","5 Series",2016,15300,"Semi-Auto",41052,"Diesel",30,62.8,2
"6656","X3",2019,33262,"Semi-Auto",6792,"Diesel",145,54.3,2
"6657","X3",2019,33606,"Automatic",6527,"Diesel",145,54.3,2
"6658","X5",2019,46496,"Semi-Auto",11164,"Diesel",145,37.7,3
"6659","2 Series",2019,21730,"Automatic",5054,"Petrol",145,39.2,1.5
"6660","3 Series",2019,24730,"Semi-Auto",3049,"Diesel",145,62.8,2
"6661","X3",2019,33612,"Semi-Auto",5852,"Diesel",145,54.3,2
"6662","X5",2019,47902,"Semi-Auto",6171,"Diesel",145,37.7,3
"6663","X3",2019,33972,"Semi-Auto",4809,"Diesel",145,54.3,2
"6664","1 Series",2019,22491,"Semi-Auto",8000,"Petrol",145,48.7,2
"6665","5 Series",2019,30522,"Semi-Auto",6371,"Diesel",145,60.1,2
"6666","1 Series",2018,22072,"Semi-Auto",7901,"Diesel",145,47.9,2
"6667","3 Series",2019,28110,"Automatic",1500,"Petrol",145,42.2,2
"6668","2 Series",2019,28640,"Semi-Auto",4400,"Petrol",145,46.3,2
"6669","X1",2019,31440,"Semi-Auto",9507,"Petrol",145,38.7,2
"6670","3 Series",2019,26782,"Semi-Auto",5626,"Petrol",150,42.2,2
"6671","X2",2019,29991,"Semi-Auto",3898,"Petrol",150,39.2,2
"6672","X1",2018,23961,"Semi-Auto",21336,"Petrol",150,44.8,2
"6673","X5",2019,47213,"Semi-Auto",9278,"Diesel",145,37.7,3
"6674","X5",2019,47123,"Semi-Auto",8442,"Diesel",145,37.7,3
"6675","1 Series",2015,13832,"Semi-Auto",13600,"Petrol",145,48.7,1.6
"6676","X5",2019,48193,"Semi-Auto",6776,"Diesel",145,37.7,3
"6677","X1",2014,12901,"Semi-Auto",65912,"Diesel",165,52.3,2
"6678","3 Series",2013,11511,"Manual",68991,"Diesel",125,58.9,2
"6679","1 Series",2019,24572,"Semi-Auto",5916,"Petrol",145,40.4,1.5
"6680","X1",2017,20981,"Semi-Auto",12224,"Diesel",150,55.4,2
"6681","1 Series",2018,19381,"Semi-Auto",4506,"Petrol",150,48.7,2
"6682","2 Series",2017,15261,"Manual",14143,"Diesel",150,74.3,1.5
"6683","X1",2014,12991,"Semi-Auto",49445,"Diesel",150,56.5,2
"6684","2 Series",2017,19994,"Automatic",15076,"Petrol",145,45.6,2
"6685","5 Series",2017,32995,"Semi-Auto",23000,"Diesel",150,51.4,3
"6686","X5",2019,45463,"Semi-Auto",5345,"Diesel",145,37.7,3
"6687","X5",2019,47193,"Semi-Auto",6776,"Diesel",145,37.7,3
"6688","X3",2019,32302,"Semi-Auto",4646,"Diesel",145,54.3,2
"6689","5 Series",2019,32072,"Semi-Auto",6215,"Hybrid",145,60.1,2
"6690","X5",2019,48302,"Semi-Auto",7450,"Diesel",145,37.7,3
"6691","X5",2019,45152,"Semi-Auto",7956,"Diesel",145,37.7,3
"6692","3 Series",2015,21242,"Semi-Auto",18283,"Diesel",160,51.4,3
"6693","X1",2019,23812,"Automatic",15846,"Petrol",145,37.7,2
"6694","X6",2016,30891,"Semi-Auto",21088,"Diesel",200,47.1,3
"6695","1 Series",2019,24995,"Manual",5085,"Petrol",150,41.5,1.5
"6696","X3",2019,37495,"Semi-Auto",9250,"Diesel",150,48.7,3
"6697","1 Series",2019,21995,"Manual",4869,"Petrol",150,44.8,1.5
"6698","1 Series",2019,17495,"Semi-Auto",12375,"Diesel",145,72.4,1.5
"6699","4 Series",2016,21000,"Semi-Auto",37000,"Petrol",200,41.5,3
"6700","4 Series",2015,18290,"Semi-Auto",25000,"Diesel",145,56.5,3
"6701","X3",2014,14490,"Semi-Auto",45000,"Diesel",165,50.4,2
"6702","X1",2016,20232,"Semi-Auto",24592,"Petrol",160,44.8,2
"6703","X1",2019,29302,"Semi-Auto",5795,"Diesel",145,50.4,2
"6704","X2",2019,21992,"Manual",7189,"Diesel",145,48.7,2
"6705","X2",2018,20306,"Manual",5438,"Diesel",145,52.3,2
"6706","X2",2019,24352,"Semi-Auto",3011,"Petrol",145,38.7,2
"6707","M4",2018,39792,"Semi-Auto",8797,"Petrol",145,34,3
"6708","X2",2018,23146,"Manual",3752,"Diesel",145,49.6,2
"6709","4 Series",2019,25400,"Semi-Auto",7398,"Petrol",145,48.7,2
"6710","4 Series",2019,25400,"Semi-Auto",6370,"Diesel",145,65.7,2
"6711","M3",2015,32950,"Semi-Auto",13537,"Petrol",300,34,3
"6712","X6",2019,66290,"Automatic",1000,"Petrol",145,26.4,3
"6713","X4",2019,43995,"Semi-Auto",4742,"Diesel",145,40.9,3
"6714","2 Series",2019,21995,"Semi-Auto",3000,"Petrol",145,42.2,1.5
"6715","X2",2019,29995,"Semi-Auto",1920,"Diesel",145,50.4,2
"6716","1 Series",2019,26880,"Semi-Auto",4210,"Diesel",145,51.4,2
"6717","3 Series",2013,16291,"Semi-Auto",40900,"Diesel",145,54.3,3
"6718","4 Series",2019,30532,"Automatic",8402,"Petrol",145,41.5,3
"6719","3 Series",2015,14952,"Manual",31828,"Petrol",200,43.5,2
"6720","X7",2019,68720,"Semi-Auto",5000,"Diesel",145,33.6,3
"6721","1 Series",2019,21500,"Manual",3251,"Petrol",145,44.1,1.5
"6722","X1",2016,21591,"Semi-Auto",22070,"Petrol",160,44.8,2
"6723","X5",2019,56995,"Automatic",3375,"Diesel",145,37.7,3
"6724","1 Series",2020,32995,"Semi-Auto",2797,"Petrol",145,34.5,2
"6725","X1",2020,28995,"Semi-Auto",1600,"Petrol",145,37.7,1.5
"6726","3 Series",2019,27980,"Semi-Auto",7759,"Petrol",145,42.2,2
"6727","1 Series",2019,24450,"Manual",5793,"Petrol",145,41.5,1.5
"6728","X1",2019,27752,"Semi-Auto",4475,"Diesel",145,53.3,2
"6729","4 Series",2019,24622,"Semi-Auto",2043,"Diesel",145,65.7,2
"6730","X1",2019,28950,"Semi-Auto",3546,"Diesel",145,60.1,2
"6731","1 Series",2019,24400,"Manual",3024,"Petrol",145,41.5,1.5
"6732","X2",2019,30680,"Automatic",1500,"Diesel",145,58.9,2
"6733","4 Series",2020,42495,"Semi-Auto",18,"Diesel",150,58.9,2
"6734","Z4",2019,28950,"Automatic",8316,"Petrol",145,38.7,2
"6735","2 Series",2018,17950,"Semi-Auto",30000,"Diesel",145,49.6,2
"6736","X1",2017,20481,"Semi-Auto",17285,"Diesel",145,60.1,2
"6737","4 Series",2019,31260,"Automatic",3000,"Petrol",145,45.6,2
"6738","M4",2019,45323,"Semi-Auto",6397,"Petrol",145,34,3
"6739","1 Series",2019,20330,"Semi-Auto",9200,"Diesel",145,67.3,2
"6740","1 Series",2019,19850,"Semi-Auto",8000,"Petrol",145,54.3,1.5
"6741","3 Series",2019,24591,"Semi-Auto",9153,"Diesel",145,60.1,2
"6742","X2",2019,31991,"Semi-Auto",8791,"Diesel",145,61.4,2
"6743","6 Series",2019,31412,"Semi-Auto",27713,"Diesel",145,47.9,3
"6744","5 Series",2020,34795,"Semi-Auto",102,"Diesel",145,55.4,2
"6745","M4",2017,34995,"Semi-Auto",23250,"Petrol",300,34,3
"6746","1 Series",2017,19295,"Automatic",22595,"Petrol",200,39.8,3
"6747","2 Series",2019,22894,"Semi-Auto",5571,"Petrol",145,39.2,1.5
"6748","4 Series",2017,25762,"Automatic",23446,"Diesel",145,49.6,3
"6749","X5",2016,36602,"Automatic",31525,"Diesel",235,42.8,3
"6750","X6",2017,48482,"Semi-Auto",19924,"Petrol",145,25.4,4.4
"6751","5 Series",2014,16402,"Semi-Auto",21880,"Diesel",125,57.6,2
"6752","2 Series",2016,17842,"Automatic",31931,"Diesel",145,55.4,2
"6753","3 Series",2017,19082,"Automatic",17236,"Petrol",145,48.7,2
"6754","X1",2019,26786,"Automatic",3012,"Petrol",145,46.3,1.5
"6755","X1",2017,19981,"Semi-Auto",32286,"Diesel",145,55.4,2
"6756","5 Series",2013,12732,"Manual",28204,"Diesel",30,62.8,2
"6757","1 Series",2019,24862,"Semi-Auto",5810,"Petrol",145,40.4,1.5
"6758","6 Series",2015,23552,"Semi-Auto",26797,"Diesel",160,49.6,3
